0,0,0,0,0,0,0.058824,0,-0.0025,-1.7301e-06,-2.4509e-09,3.125e-08,0,0,0,0,1,0,0,0
2.9411e-06,-6.1275e-14,-1.25e-07,0.00058822,-2.4509e-11,-2.5e-05,0.05882,-7.3527e-09,-0.0024999,-5.1901e-06,-2.4509e-08,9.3748e-08,0,0,0,0,1,0,0,0
1.1764e-05,-9.8036e-13,-4.9999e-07,0.0011764,-1.9607e-10,-4.9999e-05,0.058817,-2.941e-08,-0.0024999,-8.6499e-06,-7.5977e-08,1.5625e-07,0,0,0,0,1,0,0,0
2.6469e-05,-4.963e-12,-1.125e-06,0.0017646,-6.6172e-10,-7.4997e-05,0.058813,-6.6171e-08,-0.0024998,-1.2109e-05,-1.5685e-07,2.1874e-07,0,0,0,0,1,0,0,0
4.7055e-05,-1.5685e-11,-1.9999e-06,0.0023527,-1.5685e-09,-9.9995e-05,0.05881,-1.1763e-07,-0.0024998,-1.5569e-05,-2.6713e-07,2.8123e-07,0,0,0,0,1,0,0,0
7.3522e-05,-3.8293e-11,-3.1249e-06,0.0029407,-3.0634e-09,-0.00012499,0.058806,-1.838e-07,-0.0024997,-1.9028e-05,-4.0682e-07,3.4373e-07,0,0,0,0,1,0,0,0
0.00010587,-7.9404e-11,-4.4998e-06,0.0035288,-5.2935e-09,-0.00014999,0.058803,-2.6466e-07,-0.0024996,-2.2487e-05,-5.7591e-07,4.0622e-07,0,0,0,0,1,0,0,0
0.0001441,-1.471e-10,-6.1246e-06,0.0041168,-8.4056e-09,-0.00017498,0.058799,-3.6022e-07,-0.0024996,-2.5946e-05,-7.744e-07,4.6871e-07,0,0,0,0,1,0,0,0
0.00018821,-2.5095e-10,-7.9995e-06,0.0047048,-1.2547e-08,-0.00019998,0.058796,-4.7048e-07,-0.0024995,-2.9404e-05,-1.0023e-06,5.3119e-07,0,0,0,0,1,0,0,0
0.00023819,-4.0196e-10,-1.0124e-05,0.0052927,-1.7864e-08,-0.00022497,0.058792,-5.9544e-07,-0.0024994,-3.2863e-05,-1.2596e-06,5.9368e-07,0,0,0,0,1,0,0,0
0.00029406,-6.1264e-10,-1.2499e-05,0.0058806,-2.4505e-08,-0.00024997,0.058789,-7.3509e-07,-0.0024994,-3.6321e-05,-1.5463e-06,6.5616e-07,0,0,0,0,1,0,0,0
0.00035581,-8.9695e-10,-1.5124e-05,0.0064685,-3.2615e-08,-0.00027496,0.058785,-8.8943e-07,-0.0024993,-3.9779e-05,-1.8624e-06,7.1865e-07,0,0,0,0,1,0,0,0
0.00042343,-1.2703e-09,-1.7998e-05,0.0070563,-4.2342e-08,-0.00029996,0.058782,-1.0585e-06,-0.0024993,-4.3237e-05,-2.2078e-06,7.8113e-07,0,0,0,0,1,0,0,0
0.00049693,-1.7497e-09,-2.1123e-05,0.0076441,-5.3833e-08,-0.00032495,0.058779,-1.2422e-06,-0.0024992,-4.6694e-05,-2.5827e-06,8.4361e-07,0,0,0,0,1,0,0,0
0.00057631,-2.3534e-09,-2.4497e-05,0.0082319,-6.7235e-08,-0.00034994,0.058775,-1.4406e-06,-0.0024991,-5.0152e-05,-2.987e-06,9.0609e-07,0,0,0,0,1,0,0,0
0.00066157,-3.1012e-09,-2.8121e-05,0.0088196,-8.2695e-08,-0.00037493,0.058772,-1.6537e-06,-0.0024991,-5.3609e-05,-3.4206e-06,9.6856e-07,0,0,0,0,1,0,0,0
0.00075271,-4.0146e-09,-3.1996e-05,0.0094073,-1.0036e-07,-0.00039992,0.058768,-1.8815e-06,-0.002499,-5.7066e-05,-3.8836e-06,1.031e-06,0,0,0,0,1,0,0,0
0.00084972,-5.1163e-09,-3.612e-05,0.009995,-1.2037e-07,-0.00042491,0.058765,-2.124e-06,-0.0024989,-6.0522e-05,-4.376e-06,1.0935e-06,0,0,0,0,1,0,0,0
0.0009526,-6.4304e-09,-4.0494e-05,0.010583,-1.4289e-07,-0.0004499,0.058761,-2.3812e-06,-0.0024989,-6.3979e-05,-4.8979e-06,1.156e-06,0,0,0,0,1,0,0,0
0.0010614,-7.9828e-09,-4.5118e-05,0.01117,-1.6805e-07,-0.00047489,0.058758,-2.653e-06,-0.0024988,-6.7435e-05,-5.449e-06,1.2185e-06,0,0,0,0,1,0,0,0
0.001176,-9.8006e-09,-4.9992e-05,0.011758,-1.96e-07,-0.00049988,0.058754,-2.9395e-06,-0.0024988,-7.0892e-05,-6.0296e-06,1.2809e-06,0,0,0,0,1,0,0,0
0.0012965,-1.1913e-08,-5.5115e-05,0.012345,-2.2689e-07,-0.00052486,0.058751,-3.2407e-06,-0.0024987,-7.4347e-05,-6.6395e-06,1.3434e-06,0,0,0,0,1,0,0,0
0.0014229,-1.4349e-08,-6.0489e-05,0.012933,-2.6086e-07,-0.00054985,0.058747,-3.5566e-06,-0.0024986,-7.7803e-05,-7.2789e-06,1.4059e-06,0,0,0,0,1,0,0,0
0.0015552,-1.7141e-08,-6.6112e-05,0.01352,-2.9807e-07,-0.00057483,0.058744,-3.8872e-06,-0.0024986,-8.1259e-05,-7.9476e-06,1.4683e-06,0,0,0,0,1,0,0,0
0.0016933,-2.0321e-08,-7.1986e-05,0.014108,-3.3865e-07,-0.00059982,0.058741,-4.2325e-06,-0.0024985,-8.4714e-05,-8.6456e-06,1.5308e-06,0,0,0,0,1,0,0,0
0.0018373,-2.3925e-08,-7.8109e-05,0.014695,-3.8277e-07,-0.0006248,0.058737,-4.5924e-06,-0.0024984,-8.8169e-05,-9.3731e-06,1.5932e-06,0,0,0,0,1,0,0,0
0.0019872,-2.7989e-08,-8.4482e-05,0.015282,-4.3055e-07,-0.00064979,0.058734,-4.967e-06,-0.0024984,-9.1624e-05,-1.013e-05,1.6557e-06,0,0,0,0,1,0,0,0
0.002143,-3.2549e-08,-9.1105e-05,0.01587,-4.8215e-07,-0.00067477,0.05873,-5.3563e-06,-0.0024983,-9.5079e-05,-1.0916e-05,1.7182e-06,0,0,0,0,1,0,0,0
0.0023046,-3.7645e-08,-9.7977e-05,0.016457,-5.3772e-07,-0.00069976,0.058727,-5.7602e-06,-0.0024983,-9.8533e-05,-1.1732e-05,1.7806e-06,0,0,0,0,1,0,0,0
0.0024721,-4.3317e-08,-0.0001051,0.017044,-5.9741e-07,-0.00072474,0.058723,-6.1788e-06,-0.0024982,-0.00010199,-1.2577e-05,1.8431e-06,0,0,0,0,1,0,0,0
0.0026455,-4.9607e-08,-0.00011247,0.017631,-6.6135e-07,-0.00074972,0.05872,-6.6121e-06,-0.0024981,-0.00010544,-1.3451e-05,1.9055e-06,0,0,0,0,1,0,0,0
0.0028248,-5.6559e-08,-0.00012009,0.018219,-7.297e-07,-0.0007747,0.058716,-7.0601e-06,-0.0024981,-0.0001089,-1.4355e-05,1.968e-06,0,0,0,0,1,0,0,0
0.0030099,-6.4217e-08,-0.00012797,0.018806,-8.026e-07,-0.00079968,0.058713,-7.5227e-06,-0.002498,-0.00011235,-1.5288e-05,2.0304e-06,0,0,0,0,1,0,0,0
0.0032009,-7.2627e-08,-0.00013609,0.019393,-8.802e-07,-0.00082466,0.058709,-8e-06,-0.0024979,-0.0001158,-1.625e-05,2.0929e-06,0,0,0,0,1,0,0,0
0.0033977,-8.1837e-08,-0.00014446,0.01998,-9.6265e-07,-0.00084964,0.058706,-8.4919e-06,-0.0024979,-0.00011926,-1.7242e-05,2.1553e-06,0,0,0,0,1,0,0,0
0.0036005,-9.1896e-08,-0.00015308,0.020567,-1.0501e-06,-0.00087462,0.058703,-8.9985e-06,-0.0024978,-0.00012271,-1.8263e-05,2.2178e-06,0,0,0,0,1,0,0,0
0.0038091,-1.0286e-07,-0.00016195,0.021154,-1.1427e-06,-0.0008996,0.058699,-9.5198e-06,-0.0024978,-0.00012616,-1.9313e-05,2.2802e-06,0,0,0,0,1,0,0,0
0.0040236,-1.1477e-07,-0.00017107,0.021741,-1.2405e-06,-0.00092457,0.058696,-1.0056e-05,-0.0024977,-0.00012961,-2.0393e-05,2.3427e-06,0,0,0,0,1,0,0,0
0.0042439,-1.2768e-07,-0.00018044,0.022328,-1.3438e-06,-0.00094955,0.058692,-1.0606e-05,-0.0024976,-0.00013307,-2.1502e-05,2.4051e-06,0,0,0,0,1,0,0,0
0.0044701,-1.4166e-07,-0.00019006,0.022915,-1.4527e-06,-0.00097452,0.058689,-1.1172e-05,-0.0024976,-0.00013652,-2.2641e-05,2.4675e-06,0,0,0,0,1,0,0,0
0.0047022,-1.5676e-07,-0.00019993,0.023502,-1.5673e-06,-0.0009995,0.058685,-1.1752e-05,-0.0024975,-0.00013997,-2.3808e-05,2.53e-06,0,0,0,0,1,0,0,0
0.0049401,-1.7303e-07,-0.00021005,0.024089,-1.6878e-06,-0.0010245,0.058682,-1.2346e-05,-0.0024974,-0.00014342,-2.5006e-05,2.5924e-06,0,0,0,0,1,0,0,0
0.005184,-1.9053e-07,-0.00022042,0.024675,-1.8143e-06,-0.0010494,0.058678,-1.2955e-05,-0.0024974,-0.00014688,-2.6232e-05,2.6548e-06,0,0,0,0,1,0,0,0
0.0054337,-2.0933e-07,-0.00023104,0.025262,-1.9469e-06,-0.0010744,0.058675,-1.3579e-05,-0.0024973,-0.00015033,-2.7488e-05,2.7173e-06,0,0,0,0,1,0,0,0
0.0056892,-2.2949e-07,-0.00024191,0.025849,-2.0859e-06,-0.0010994,0.058671,-1.4218e-05,-0.0024973,-0.00015378,-2.8773e-05,2.7797e-06,0,0,0,0,1,0,0,0
0.0059506,-2.5107e-07,-0.00025303,0.026436,-2.2314e-06,-0.0011244,0.058668,-1.4871e-05,-0.0024972,-0.00015723,-3.0088e-05,2.8421e-06,0,0,0,0,1,0,0,0
0.0062179,-2.7414e-07,-0.0002644,0.027022,-2.3834e-06,-0.0011493,0.058665,-1.5539e-05,-0.0024971,-0.00016068,-3.1432e-05,2.9046e-06,0,0,0,0,1,0,0,0
0.0064911,-2.9876e-07,-0.00027602,0.027609,-2.5422e-06,-0.0011743,0.058661,-1.6221e-05,-0.0024971,-0.00016413,-3.2805e-05,2.967e-06,0,0,0,0,1,0,0,0
0.0067701,-3.2501e-07,-0.00028788,0.028195,-2.7079e-06,-0.0011993,0.058658,-1.6918e-05,-0.002497,-0.00016758,-3.4208e-05,3.0294e-06,0,0,0,0,1,0,0,0
0.007055,-3.5295e-07,-0.0003,0.028782,-2.8806e-06,-0.0012242,0.058654,-1.763e-05,-0.0024969,-0.00017103,-3.5639e-05,3.0918e-06,0,0,0,0,1,0,0,0
0.0073457,-3.8264e-07,-0.00031237,0.029369,-3.0605e-06,-0.0012492,0.058651,-1.8357e-05,-0.0024969,-0.00017448,-3.7101e-05,3.1543e-06,0,0,0,0,1,0,0,0
0.0076424,-4.1418e-07,-0.00032499,0.029955,-3.2478e-06,-0.0012742,0.058647,-1.9098e-05,-0.0024968,-0.00017793,-3.8591e-05,3.2167e-06,0,0,0,0,1,0,0,0
0.0079448,-4.4763e-07,-0.00033785,0.030542,-3.4425e-06,-0.0012992,0.058644,-1.9853e-05,-0.0024968,-0.00018138,-4.0111e-05,3.2791e-06,0,0,0,0,1,0,0,0
0.0082532,-4.8306e-07,-0.00035097,0.031128,-3.6449e-06,-0.0013241,0.05864,-2.0624e-05,-0.0024967,-0.00018483,-4.166e-05,3.3415e-06,0,0,0,0,1,0,0,0
0.0085674,-5.2055e-07,-0.00036434,0.031714,-3.855e-06,-0.0013491,0.058637,-2.1409e-05,-0.0024966,-0.00018828,-4.3239e-05,3.4039e-06,0,0,0,0,1,0,0,0
0.0088875,-5.6018e-07,-0.00037795,0.032301,-4.0731e-06,-0.0013741,0.058634,-2.2208e-05,-0.0024966,-0.00019173,-4.4847e-05,3.4663e-06,0,0,0,0,1,0,0,0
0.0092134,-6.0204e-07,-0.00039182,0.032887,-4.2993e-06,-0.001399,0.05863,-2.3023e-05,-0.0024965,-0.00019518,-4.6484e-05,3.5288e-06,0,0,0,0,1,0,0,0
0.0095452,-6.462e-07,-0.00040593,0.033473,-4.5336e-06,-0.001424,0.058627,-2.3852e-05,-0.0024964,-0.00019863,-4.8151e-05,3.5912e-06,0,0,0,0,1,0,0,0
0.0098829,-6.9274e-07,-0.0004203,0.03406,-4.7763e-06,-0.0014489,0.058623,-2.4695e-05,-0.0024964,-0.00020207,-4.9846e-05,3.6536e-06,0,0,0,0,1,0,0,0
0.010226,-7.4175e-07,-0.00043491,0.034646,-5.0276e-06,-0.0014739,0.05862,-2.5553e-05,-0.0024963,-0.00020552,-5.1572e-05,3.716e-06,0,0,0,0,1,0,0,0
0.010576,-7.9332e-07,-0.00044978,0.035232,-5.2875e-06,-0.0014989,0.058616,-2.6426e-05,-0.0024963,-0.00020897,-5.3326e-05,3.7784e-06,0,0,0,0,1,0,0,0
0.010931,-8.4753e-07,-0.00046489,0.035818,-5.5562e-06,-0.0015238,0.058613,-2.7314e-05,-0.0024962,-0.00021242,-5.511e-05,3.8408e-06,0,0,0,0,1,0,0,0
0.011292,-9.0447e-07,-0.00048025,0.036404,-5.8338e-06,-0.0015488,0.058609,-2.8216e-05,-0.0024961,-0.00021587,-5.6923e-05,3.9032e-06,0,0,0,0,1,0,0,0
0.011659,-9.6424e-07,-0.00049586,0.03699,-6.1205e-06,-0.0015738,0.058606,-2.9133e-05,-0.0024961,-0.00021931,-5.8765e-05,3.9656e-06,0,0,0,0,1,0,0,0
0.012032,-1.0269e-06,-0.00051173,0.037576,-6.4165e-06,-0.0015987,0.058602,-3.0064e-05,-0.002496,-0.00022276,-6.0637e-05,4.028e-06,0,0,0,0,1,0,0,0
0.012411,-1.0926e-06,-0.00052784,0.038162,-6.7218e-06,-0.0016237,0.058599,-3.101e-05,-0.0024959,-0.00022621,-6.2538e-05,4.0904e-06,0,0,0,0,1,0,0,0
0.012795,-1.1614e-06,-0.0005442,0.038748,-7.0367e-06,-0.0016486,0.058596,-3.197e-05,-0.0024959,-0.00022965,-6.4469e-05,4.1528e-06,0,0,0,0,1,0,0,0
0.013186,-1.2334e-06,-0.00056081,0.039334,-7.3613e-06,-0.0016736,0.058592,-3.2946e-05,-0.0024958,-0.0002331,-6.6428e-05,4.2152e-06,0,0,0,0,1,0,0,0
0.013582,-1.3086e-06,-0.00057767,0.03992,-7.6957e-06,-0.0016986,0.058589,-3.3935e-05,-0.0024958,-0.00023655,-6.8417e-05,4.2776e-06,0,0,0,0,1,0,0,0
0.013984,-1.3873e-06,-0.00059478,0.040506,-8.0401e-06,-0.0017235,0.058585,-3.494e-05,-0.0024957,-0.00023999,-7.0435e-05,4.34e-06,0,0,0,0,1,0,0,0
0.014392,-1.4695e-06,-0.00061214,0.041092,-8.3945e-06,-0.0017485,0.058582,-3.5959e-05,-0.0024956,-0.00024344,-7.2483e-05,4.4024e-06,0,0,0,0,1,0,0,0
0.014806,-1.5552e-06,-0.00062975,0.041678,-8.7593e-06,-0.0017734,0.058578,-3.6993e-05,-0.0024956,-0.00024689,-7.456e-05,4.4648e-06,0,0,0,0,1,0,0,0
0.015226,-1.6447e-06,-0.00064761,0.042263,-9.1344e-06,-0.0017984,0.058575,-3.8041e-05,-0.0024955,-0.00025033,-7.6666e-05,4.5271e-06,0,0,0,0,1,0,0,0
0.015651,-1.738e-06,-0.00066572,0.042849,-9.5202e-06,-0.0018233,0.058571,-3.9104e-05,-0.0024954,-0.00025378,-7.8802e-05,4.5895e-06,0,0,0,0,1,0,0,0
0.016083,-1.8351e-06,-0.00068408,0.043435,-9.9166e-06,-0.0018483,0.058568,-4.0182e-05,-0.0024954,-0.00025722,-8.0966e-05,4.6519e-06,0,0,0,0,1,0,0,0
0.01652,-1.9363e-06,-0.00070269,0.04402,-1.0324e-05,-0.0018732,0.058565,-4.1274e-05,-0.0024953,-0.00026067,-8.316e-05,4.7143e-06,0,0,0,0,1,0,0,0
0.016963,-2.0416e-06,-0.00072154,0.044606,-1.0742e-05,-0.0018982,0.058561,-4.2381e-05,-0.0024953,-0.00026411,-8.5384e-05,4.7767e-06,0,0,0,0,1,0,0,0
0.017412,-2.1512e-06,-0.00074065,0.045192,-1.1171e-05,-0.0019231,0.058558,-4.3502e-05,-0.0024952,-0.00026756,-8.7636e-05,4.8391e-06,0,0,0,0,1,0,0,0
0.017867,-2.2651e-06,-0.00076001,0.045777,-1.1612e-05,-0.0019481,0.058554,-4.4638e-05,-0.0024951,-0.000271,-8.9918e-05,4.9014e-06,0,0,0,0,1,0,0,0
0.018327,-2.3835e-06,-0.00077961,0.046363,-1.2064e-05,-0.0019731,0.058551,-4.5789e-05,-0.0024951,-0.00027444,-9.2229e-05,4.9638e-06,0,0,0,0,1,0,0,0
0.018794,-2.5064e-06,-0.00079947,0.046948,-1.2528e-05,-0.001998,0.058547,-4.6954e-05,-0.002495,-0.00027789,-9.457e-05,5.0262e-06,0,0,0,0,1,0,0,0
0.019266,-2.6341e-06,-0.00081957,0.047534,-1.3003e-05,-0.002023,0.058544,-4.8134e-05,-0.0024949,-0.00028133,-9.694e-05,5.0886e-06,0,0,0,0,1,0,0,0
0.019745,-2.7665e-06,-0.00083993,0.048119,-1.3491e-05,-0.0020479,0.05854,-4.9328e-05,-0.0024949,-0.00028478,-9.9339e-05,5.1509e-06,0,0,0,0,1,0,0,0
0.020229,-2.9039e-06,-0.00086053,0.048705,-1.399e-05,-0.0020728,0.058537,-5.0537e-05,-0.0024948,-0.00028822,-0.00010177,5.2133e-06,0,0,0,0,1,0,0,0
0.020719,-3.0464e-06,-0.00088138,0.04929,-1.4502e-05,-0.0020978,0.058534,-5.1761e-05,-0.0024948,-0.00029166,-0.00010422,5.2757e-06,0,0,0,0,1,0,0,0
0.021215,-3.194e-06,-0.00090249,0.049875,-1.5025e-05,-0.0021227,0.05853,-5.2999e-05,-0.0024947,-0.00029511,-0.00010671,5.338e-06,0,0,0,0,1,0,0,0
0.021716,-3.3469e-06,-0.00092384,0.05046,-1.5562e-05,-0.0021477,0.058527,-5.4252e-05,-0.0024946,-0.00029855,-0.00010923,5.4004e-06,0,0,0,0,1,0,0,0
0.022224,-3.5053e-06,-0.00094544,0.051046,-1.611e-05,-0.0021726,0.058523,-5.5519e-05,-0.0024946,-0.00030199,-0.00011177,5.4628e-06,0,0,0,0,1,0,0,0
0.022737,-3.6692e-06,-0.00096729,0.051631,-1.6672e-05,-0.0021976,0.05852,-5.6801e-05,-0.0024945,-0.00030543,-0.00011435,5.5251e-06,0,0,0,0,1,0,0,0
0.023256,-3.8388e-06,-0.00098939,0.052216,-1.7246e-05,-0.0022225,0.058516,-5.8098e-05,-0.0024944,-0.00030888,-0.00011695,5.5875e-06,0,0,0,0,1,0,0,0
0.023782,-4.0142e-06,-0.0010117,0.052801,-1.7834e-05,-0.0022475,0.058513,-5.9409e-05,-0.0024944,-0.00031232,-0.00011959,5.6499e-06,0,0,0,0,1,0,0,0
